label,short,shortDomain,shortRange,description
oversight,dbo:oversight,dbo:School,xsd:string,oversight of school
Deaths,dbo:pandemicDeaths,dbo:Outbreak,xsd:integer,deaths of outbreak
parking information,dbo:parkingInformation,dbo:Station,xsd:string,parking information of station
number of parking lots for cars,dbo:parkingLotsCars,dbo:RestArea,xsd:nonNegativeInteger,number of parking lots for cars of rest area
number of parking lots for trucks,dbo:parkingLotsTrucks,dbo:RestArea,xsd:nonNegativeInteger,number of parking lots for trucks of rest area
parliament type,dbo:parliamentType,dbo:Place,xsd:string,parliament type of place
parliamentary group,dbo:parliamentaryGroup,dbo:Person,xsd:string,parliamentary group of person
partial failed launches,dbo:partialFailedLaunches,,xsd:nonNegativeInteger,partial failed launches
participant,dbo:participant,dbo:Event,xsd:string,participant of event
particular sign,dbo:particularSign,dbo:Person,xsd:string,particular sign of person
Partition coefficient,dbo:partitionCoefficient,dbo:ChemicalSubstance,xsd:float,partition coefficient of chemical substance
party number,dbo:partyNumber,,xsd:integer,party number
passengers per day,dbo:passengersPerDay,dbo:Infrastructure,xsd:nonNegativeInteger,passengers per day of infrastructure
passengers per year,dbo:passengersPerYear,dbo:Infrastructure,xsd:nonNegativeInteger,passengers per year of infrastructure
passengers used system,dbo:passengersUsedSystem,dbo:Station,xsd:string,passengers used system of station
pcc secretary,dbo:pccSecretary,,xsd:string,pcc secretary
PDB ID,dbo:pdb,dbo:Protein,xsd:string,pdb id of protein
Penalties Team A,dbo:penaltiesTeamA,dbo:PenaltyShootOut,xsd:string,penalties team a of penalty shoot out
Penalties Team B,dbo:penaltiesTeamB,dbo:PenaltyShootOut,xsd:string,penalties team b of penalty shoot out
penalty score,dbo:penaltyScore,dbo:PenaltyShootOut,xsd:integer,penalty score of penalty shoot out
Deaths,dbo:pendamicDeaths,dbo:Outbreak,xsd:integer,deaths of outbreak
penis length,dbo:penisLength,dbo:Person,xsd:string,penis length of person
peopleName,dbo:peopleName,dbo:PopulatedPlace,rdf:langString,peoplename of populated place
per capita income ($),dbo:perCapitaIncome,dbo:PopulatedPlace,xsd:double,per capita income of populated place
per capita income as of,dbo:perCapitaIncomeAsOf,dbo:PopulatedPlace,xsd:date,per capita income as of of populated place
per capital income rank,dbo:perCapitaIncomeRank,dbo:PopulatedPlace,xsd:string,per capital income rank of populated place
percentage of alcohol,dbo:percentageAlcohol,dbo:Beverage,xsd:nonNegativeInteger,percentage of alcohol of beverage
percentage of fat,dbo:percentageFat,dbo:Food,xsd:nonNegativeInteger,percentage of fat of food
"percentage of a place's male population that is literate, degree of analphabetism",dbo:percentageLiteracyMen,dbo:PopulatedPlace,xsd:float,"percentage of a place's male population that is literate, degree of analphabetism of populated place"
"percentage of a place's female population that is literate, degree of analphabetism",dbo:percentageLiteracyWomen,dbo:PopulatedPlace,xsd:float,"percentage of a place's female population that is literate, degree of analphabetism of populated place"
"percentage of a place's population that is literate, degree of analphabetism",dbo:percentageLiterate,dbo:PopulatedPlace,xsd:float,"percentage of a place's population that is literate, degree of analphabetism of populated place"
percentage of area water,dbo:percentageOfAreaWater,,xsd:float,percentage of area water
periapsis (μ),dbo:periapsis,dbo:CelestialBody,xsd:double,periapsis of celestial body
perifocus,dbo:perifocus,dbo:CelestialBody,xsd:string,perifocus of celestial body
perimeter (μ),dbo:perimeter,dbo:Place,xsd:double,perimeter of place
personName,dbo:personName,dbo:PersonFunction,xsd:string,personname of person function
PersonsFirstDosesCumul,dbo:personsFirstDosesCumul,,xsd:integer,personsfirstdosescumul
PersonsFullDosesCumul,dbo:personsFullDosesCumul,,xsd:integer,personsfulldosescumul
Pfizer,dbo:pfizer,,xsd:string,pfizer
PfizerCumulativeDoses,dbo:pfizerCumul,,xsd:integer,pfizercumulativedoses
phone prefix,dbo:phonePrefix,dbo:PopulatedPlace,xsd:nonNegativeInteger,phone prefix of populated place
phone prefix label of a settlement,dbo:phonePrefixLabel,dbo:Settlement,rdf:langString,phone prefix label of a settlement of settlement
pictures Commons category,dbo:picturesCommonsCategory,,xsd:string,pictures commons category
piercing,dbo:piercing,dbo:Person,xsd:string,piercing of person
piscicultural population,dbo:pisciculturalPopulation,dbo:Place,xsd:string,piscicultural population of place
piston stroke (μ),dbo:pistonStroke,dbo:AutomobileEngine,xsd:double,piston stroke of automobile engine
player status,dbo:playerStatus,dbo:Person,xsd:string,player status of person
playing time (s),dbo:playingTime,,xsd:double,playing time
plays,dbo:plays,dbo:TennisPlayer,xsd:string,plays of tennis player
pluviometry,dbo:pluviometry,dbo:PopulatedPlace,xsd:string,pluviometry of populated place
podium,dbo:podium,dbo:Person,xsd:nonNegativeInteger,podium of person
podiums,dbo:podiums,dbo:FormulaOneRacer,xsd:nonNegativeInteger,podiums of formula one racer
pole,dbo:pole,,xsd:string,pole
pole position,dbo:polePosition,dbo:Person,xsd:nonNegativeInteger,pole position of person
poles,dbo:poles,dbo:FormulaOneRacer,xsd:nonNegativeInteger,poles of formula one racer
police name,dbo:policeName,dbo:PopulatedPlace,xsd:string,police name of populated place
political function,dbo:politicalFunction,dbo:Person,xsd:string,political function of person
political seats,dbo:politicalSeats,dbo:Settlement,xsd:nonNegativeInteger,political seats of settlement
Number of votes given to candidate,dbo:popularVote,dbo:Election,xsd:nonNegativeInteger,number of votes given to candidate of election
population as of,dbo:populationAsOf,dbo:PopulatedPlace,xsd:date,population as of of populated place
population density (/sqkm),dbo:populationDensity,dbo:PopulatedPlace,xsd:double,population density of populated place
population metro,dbo:populationMetro,dbo:PopulatedPlace,xsd:nonNegativeInteger,population metro of populated place
population metro density (/sqkm),dbo:populationMetroDensity,dbo:PopulatedPlace,xsd:double,population metro density of populated place
population percentage under 12 years,dbo:populationPctChildren,dbo:PopulatedPlace,xsd:nonNegativeInteger,population percentage under 12 years of populated place
population percentage male,dbo:populationPctMen,dbo:PopulatedPlace,xsd:nonNegativeInteger,population percentage male of populated place
population percentage female,dbo:populationPctWomen,dbo:PopulatedPlace,xsd:nonNegativeInteger,population percentage female of populated place
population rural,dbo:populationRural,dbo:PopulatedPlace,xsd:nonNegativeInteger,population rural of populated place
population density rural (/sqkm),dbo:populationRuralDensity,dbo:PopulatedPlace,xsd:double,population density rural of populated place
population total,dbo:populationTotal,,xsd:nonNegativeInteger,population total
total population ranking,dbo:populationTotalRanking,dbo:PopulatedPlace,xsd:positiveInteger,total population ranking of populated place
population urban,dbo:populationUrban,dbo:PopulatedPlace,xsd:nonNegativeInteger,population urban of populated place
population urban density (/sqkm),dbo:populationUrbanDensity,dbo:PopulatedPlace,xsd:double,population urban density of populated place
portfolio,dbo:portfolio,,xsd:string,portfolio
postal code,dbo:postalCode,,xsd:string,postal code
power,dbo:power,dbo:FictionalCharacter,xsd:string,power of fictional character
power output (W),dbo:powerOutput,dbo:Engine,xsd:double,power output of engine
mandate of a prefect of a romanian settlement,dbo:prefectMandate,dbo:RomaniaSettlement,xsd:string,mandate of a prefect of a romanian settlement of romania settlement
prefix,dbo:prefix,,xsd:string,prefix
premiere date,dbo:premiereDate,dbo:Play,xsd:date,premiere date of play
premiere year,dbo:premiereYear,dbo:Play,xsd:gYear,premiere year of play
a municipality's present name,dbo:presentName,dbo:FormerMunicipality,xsd:string,a municipality's present name of former municipality
mandate of the president of the general council,dbo:presidentGeneralCouncilMandate,dbo:Place,xsd:string,mandate of the president of the general council of place
mandate of the president council of the regional council,dbo:presidentRegionalCouncilMandate,dbo:Place,xsd:string,mandate of the president council of the regional council of place
previous name,dbo:previousName,dbo:PopulatedPlace,xsd:string,previous name of populated place
previous population total,dbo:previousPopulationTotal,dbo:PopulatedPlace,xsd:nonNegativeInteger,previous population total of populated place
number of the previous track,dbo:previousTrackNumber,dbo:Work,xsd:nonNegativeInteger,number of the previous track of work
price ($),dbo:price,,xsd:double,price
Primite,dbo:primate,dbo:ChristianDoctrine,xsd:string,primite of christian doctrine
pro bowl pick,dbo:probowlPick,dbo:Athlete,xsd:string,pro bowl pick of athlete
procedure,dbo:procedure,dbo:Case,xsd:string,procedure of case
product shape,dbo:productShape,dbo:Food,xsd:string,product shape of food
production,dbo:production,dbo:Company,xsd:nonNegativeInteger,production of company
production end date,dbo:productionEndDate,,xsd:date,production end date
production end year,dbo:productionEndYear,,xsd:gYear,production end year
production start date,dbo:productionStartDate,,xsd:date,production start date
production start year,dbo:productionStartYear,,xsd:gYear,production start year
production years,dbo:productionYears,dbo:Aircraft,xsd:date,production years of aircraft
program cost ($),dbo:programCost,dbo:Aircraft,xsd:double,program cost of aircraft
project budget funding ($),dbo:projectBudgetFunding,dbo:ResearchProject,xsd:double,project budget funding of research project
project budget total ($),dbo:projectBudgetTotal,dbo:ResearchProject,xsd:double,project budget total of research project
project end date,dbo:projectEndDate,dbo:Project,xsd:date,project end date of project
project keyword,dbo:projectKeyword,dbo:Project,xsd:string,project keyword of project
project reference ID,dbo:projectReferenceID,dbo:ResearchProject,xsd:string,project reference id of research project
project start date,dbo:projectStartDate,dbo:Project,xsd:date,project start date of project
project type,dbo:projectType,dbo:ResearchProject,xsd:string,project type of research project
prominence (μ),dbo:prominence,,xsd:double,prominence
pronunciation,dbo:pronunciation,,xsd:string,pronunciation
monument protection status,dbo:protectionStatus,dbo:Place,xsd:string,monument protection status of place
protein (g),dbo:protein,dbo:Food,xsd:double,protein of food
protestant percentage,dbo:protestantPercentage,dbo:PopulatedPlace,xsd:string,protestant percentage of populated place
prove code,dbo:provCode,dbo:Settlement,xsd:string,prove code of settlement
iso code of a province,dbo:provinceIsoCode,dbo:PopulatedPlace,xsd:string,iso code of a province of populated place
pseudonym,dbo:pseudonym,dbo:Person,rdf:langString,pseudonym of person
PubChem,dbo:pubchem,dbo:ChemicalSubstance,xsd:string,pubchem of chemical substance
publication,dbo:publication,dbo:Person,xsd:string,publication of person
publication date,dbo:publicationDate,,xsd:date,publication date
publicly accessible,dbo:publiclyAccessible,,xsd:string,publicly accessible
purchasing power parity,dbo:purchasingPowerParity,dbo:PopulatedPlace,xsd:string,purchasing power parity of populated place
purchasing power parity rank,dbo:purchasingPowerParityRank,dbo:PopulatedPlace,xsd:string,purchasing power parity rank of populated place
purchasing power parity year,dbo:purchasingPowerParityYear,dbo:PopulatedPlace,xsd:string,purchasing power parity year of populated place
purpose,dbo:purpose,,xsd:string,purpose
qatar classic,dbo:qatarClassic,dbo:Athlete,xsd:string,qatar classic of athlete
quebecer title,dbo:quebecerTitle,dbo:Film,xsd:string,quebecer title of film
quotation,dbo:quotation,,xsd:string,quotation
quote,dbo:quote,dbo:Place,xsd:string,quote of place
ra,dbo:ra,dbo:Openswarm,xsd:string,ra of openswarm
race length (μ),dbo:raceLength,dbo:FormulaOneRacing,xsd:double,race length of formula one racing
races,dbo:races,dbo:FormulaOneRacer,xsd:nonNegativeInteger,races of formula one racer
racket catching,dbo:racketCatching,dbo:TennisPlayer,xsd:string,racket catching of tennis player
radio station,dbo:radioStation,dbo:RadioStation,xsd:string,radio station of radio station
Radius_ly,dbo:radius_ly,dbo:Globularswarm,xsd:integer,radius_ly of globularswarm
rail gauge (μ),dbo:railGauge,dbo:RouteOfTransportation,xsd:double,rail gauge of route of transportation
railway platforms,dbo:railwayPlatforms,dbo:Station,xsd:string,railway platforms of station
range,dbo:range,dbo:MeanOfTransportation,xsd:positiveInteger,range of mean of transportation
rank,dbo:rank,,xsd:string,rank
rank of an agreement,dbo:rankAgreement,dbo:Place,xsd:nonNegativeInteger,rank of an agreement of place
rank of an area,dbo:rankArea,dbo:PopulatedPlace,xsd:nonNegativeInteger,rank of an area of populated place
rank in final medal count,dbo:rankInFinalMedalCount,dbo:OlympicResult,xsd:positiveInteger,rank in final medal count of olympic result
rank of a population,dbo:rankPopulation,dbo:PopulatedPlace,xsd:nonNegativeInteger,rank of a population of populated place
ranking,dbo:ranking,dbo:Organisation,xsd:positiveInteger,ranking of organisation
ranking wins,dbo:rankingWins,dbo:SnookerPlayer,xsd:nonNegativeInteger,ranking wins of snooker player
doubles rankings,dbo:rankingsDoubles,dbo:TennisPlayer,xsd:nonNegativeInteger,doubles rankings of tennis player
single rankings,dbo:rankingsSingles,dbo:TennisPlayer,xsd:nonNegativeInteger,single rankings of tennis player
rating,dbo:rating,,xsd:float,rating
ratio,dbo:ratio,dbo:School,xsd:string,ratio of school
rebuild date,dbo:rebuildDate,,xsd:date,rebuild date
rebuilding date,dbo:rebuildingDate,dbo:ArchitecturalStructure,xsd:date,rebuilding date of architectural structure
rebuilding year,dbo:rebuildingYear,dbo:ArchitecturalStructure,xsd:gYear,rebuilding year of architectural structure
recommissioning date,dbo:recommissioningDate,dbo:Ship,xsd:date,recommissioning date of ship
record date,dbo:recordDate,dbo:MusicalWork,xsd:date,record date of musical work
Recovery Cases,dbo:recoveryCases,dbo:Outbreak,xsd:integer,recovery cases of outbreak
red list ID NL,dbo:redListIdNL,dbo:Species,xsd:integer,red list id nl of species
red long distance piste number,dbo:redLongDistancePisteNumber,dbo:Place,xsd:nonNegativeInteger,red long distance piste number of place
red ski piste number,dbo:redSkiPisteNumber,dbo:Place,xsd:nonNegativeInteger,red ski piste number of place
redline (kmh),dbo:redline,dbo:AutomobileEngine,xsd:double,redline of automobile engine
reference,dbo:reference,dbo:Reference,xsd:string,reference of reference
reference for general data,dbo:refgen,dbo:Place,xsd:string,reference for general data of place
reference for geographic data,dbo:refgeo,dbo:Place,xsd:string,reference for geographic data of place
reference for politic data,dbo:refpol,dbo:Place,xsd:string,reference for politic data of place
RefSeq,dbo:refseq,dbo:Protein,xsd:string,refseq of protein
refseq protein,dbo:refseqprotein,dbo:Biomolecule,xsd:string,refseq protein of biomolecule
regime,dbo:regime,dbo:Spacecraft,xsd:string,regime of spacecraft
region type,dbo:regionType,dbo:Place,xsd:string,region type of place
regional prefecture,dbo:regionalPrefecture,dbo:Place,xsd:string,regional prefecture of place
registration,dbo:registration,dbo:Company,xsd:string,registration of company
registry,dbo:registry,,xsd:string,registry
registry number,dbo:registryNumber,dbo:Document,xsd:string,registry number of document
reign,dbo:reign,dbo:Person,xsd:string,reign of person
reign name,dbo:reignName,dbo:Person,xsd:string,reign name of person
atomic weight,dbo:relativeAtomicMass,dbo:ChemicalElement,xsd:nonNegativeInteger,atomic weight of chemical element
release date,dbo:releaseDate,,xsd:date,release date
relics,dbo:relics,dbo:ReligiousBuilding,xsd:string,relics of religious building
relief,dbo:relief,dbo:Place,xsd:string,relief of place
reopened,dbo:reopened,,xsd:date,reopened
reopening date,dbo:reopeningDate,dbo:ArchitecturalStructure,xsd:date,reopening date of architectural structure
reopening year,dbo:reopeningYear,dbo:ArchitecturalStructure,xsd:gYear,reopening year of architectural structure
reporting mark,dbo:reportingMark,dbo:PublicTransitSystem,xsd:string,reporting mark of public transit system
number of representatives,dbo:representative,dbo:Place,xsd:nonNegativeInteger,number of representatives of place
requirement,dbo:requirement,,xsd:string,requirement
reservations,dbo:reservations,dbo:Restaurant,xsd:boolean,reservations of restaurant
resting date,dbo:restingDate,dbo:Person,xsd:date,resting date of person
restore date,dbo:restoreDate,,xsd:date,restore date
restriction,dbo:restriction,,xsd:string,restriction
result,dbo:result,dbo:MilitaryConflict,xsd:string,result of military conflict
relation time,dbo:retentionTime,dbo:Place,xsd:string,relation time of place
retired,dbo:retired,,xsd:date,retired
retirement date,dbo:retirementDate,dbo:Person,xsd:date,retirement date of person
revenue ($),dbo:revenue,dbo:Organisation,xsd:double,revenue of organisation
year of reported revenue,dbo:revenueYear,dbo:Organization,xsd:gYear,year of reported revenue of organization
review,dbo:review,dbo:Album,xsd:anyURI,review of album
bluecoordinate in the RGB space,dbo:rgbCoordinateBlue,dbo:Colour,xsd:nonNegativeInteger,bluecoordinate in the rgb space of colour
green coordinate in the RGB space,dbo:rgbCoordinateGreen,dbo:Colour,xsd:nonNegativeInteger,green coordinate in the rgb space of colour
red coordinate in the RGB space,dbo:rgbCoordinateRed,dbo:Colour,xsd:nonNegativeInteger,red coordinate in the rgb space of colour
RID Id,dbo:ridId,,xsd:string,rid id
right ascension,dbo:rightAscension,dbo:CelestialBody,xsd:nonNegativeInteger,right ascension of celestial body
RKDartists id,dbo:rkdArtistsId,,xsd:string,rkdartists id
number of rocket stages,dbo:rocketStages,dbo:Rocket,xsd:nonNegativeInteger,number of rocket stages of rocket
roland garros double,dbo:rolandGarrosDouble,dbo:TennisPlayer,xsd:string,roland garros double of tennis player
roland garros mixed,dbo:rolandGarrosMixed,dbo:TennisPlayer,xsd:string,roland garros mixed of tennis player
roland garros single,dbo:rolandGarrosSingle,dbo:TennisPlayer,xsd:string,roland garros single of tennis player
role,dbo:role,,xsd:string,role
roof height,dbo:roofHeight,dbo:Skyscraper,xsd:nonNegativeInteger,roof height of skyscraper
rotation period (s),dbo:rotationPeriod,dbo:Planet,xsd:double,rotation period of planet
route,dbo:route,dbo:Place,xsd:string,route of place
route direction,dbo:routeDirection,dbo:RouteOfTransportation,xsd:string,route direction of route of transportation
road end direction,dbo:routeEndDirection,dbo:RouteOfTransportation,xsd:string,road end direction of route of transportation
route number,dbo:routeNumber,dbo:RouteOfTransportation,xsd:string,route number of route of transportation
road start direction,dbo:routeStartDirection,dbo:RouteOfTransportation,xsd:string,road start direction of route of transportation
route type abbreviation,dbo:routeTypeAbbreviation,dbo:RouteOfTransportation,xsd:string,route type abbreviation of route of transportation
ruling,dbo:ruling,dbo:LegalCase,xsd:string,ruling of legal case
runtime (s),dbo:runtime,dbo:Work,xsd:double,runtime of work
designation of runway,dbo:runwayDesignation,dbo:Airport,xsd:string,designation of runway of airport
length of runway (μ),dbo:runwayLength,dbo:Airport,xsd:double,length of runway of airport
surface of runway,dbo:runwaySurface,dbo:Airport,xsd:string,surface of runway of airport
width of runway (μ),dbo:runwayWidth,dbo:Airport,xsd:double,width of runway of airport
salary ($),dbo:salary,dbo:Person,xsd:double,salary of person
same name,dbo:sameName,dbo:Settlement,rdf:langString,same name of settlement
SATCAT,dbo:satcat,dbo:SpaceMission,xsd:string,satcat of space mission
satellite,dbo:satellite,dbo:Planet,xsd:string,satellite of planet
satellites deployed,dbo:satellitesDeployed,dbo:SpaceShuttle,xsd:nonNegativeInteger,satellites deployed of space shuttle
scale,dbo:scale,dbo:Place,xsd:string,scale of place
scale factor,dbo:scaleFactor,,xsd:float,scale factor
scene,dbo:scene,dbo:Person,xsd:string,scene of person
school code,dbo:schoolCode,dbo:School,xsd:string,school code of school
school number,dbo:schoolNumber,dbo:School,xsd:string,school number of school
scientific name,dbo:scientificName,dbo:Species,xsd:string,scientific name of species
score,dbo:score,,xsd:double,score
season manager,dbo:seasonManager,dbo:Person,xsd:string,season manager of person
season number,dbo:seasonNumber,dbo:TelevisionEpisode,xsd:nonNegativeInteger,season number of television episode
number of seats in the land parlement,dbo:seatNumber,dbo:AdministrativeRegion,xsd:nonNegativeInteger,number of seats in the land parlement of administrative region
seating capacity,dbo:seatingCapacity,dbo:Building,xsd:nonNegativeInteger,seating capacity of building
second,dbo:second,dbo:Person,xsd:nonNegativeInteger,second of person
second place,dbo:secondPlace,,xsd:string,second place
security,dbo:security,dbo:Building,xsd:string,security of building
selection point,dbo:selectionPoint,dbo:Athlete,xsd:nonNegativeInteger,selection point of athlete
selection year,dbo:selectionYear,dbo:Athlete,xsd:string,selection year of athlete
SELIBR Id,dbo:selibrId,,xsd:string,selibr id
senior,dbo:senior,dbo:PopulatedPlace,xsd:string,senior of populated place
seniority,dbo:seniority,,xsd:string,seniority
seniunija,dbo:seniunija,dbo:PopulatedPlace,xsd:string,seniunija of populated place
sentence,dbo:sentence,dbo:Person,xsd:string,sentence of person
service end date,dbo:serviceEndDate,dbo:MilitaryPerson,xsd:date,service end date of military person
service end year,dbo:serviceEndYear,dbo:MilitaryPerson,xsd:gYear,service end year of military person
service module,dbo:serviceModule,dbo:SpaceMission,xsd:string,service module of space mission
service number,dbo:serviceNumber,dbo:MilitaryPerson,xsd:string,service number of military person
service start date,dbo:serviceStartDate,dbo:MilitaryPerson,xsd:date,service start date of military person
service start year,dbo:serviceStartYear,dbo:MilitaryPerson,xsd:gYear,service start year of military person
serving size (g),dbo:servingSize,dbo:Food,xsd:double,serving size of food
serving temperature,dbo:servingTemperature,dbo:Food,xsd:string,serving temperature of food
session number,dbo:sessionNumber,,xsd:integer,session number
setting of play,dbo:settingOfPlay,dbo:Play,xsd:string,setting of play of play
setup time (s),dbo:setupTime,,xsd:double,setup time
Severe Cases,dbo:severeCases,dbo:Outbreak,xsd:integer,severe cases of outbreak
sex,dbo:sex,dbo:Person,xsd:string,sex of person
share date,dbo:shareDate,dbo:Broadcaster,xsd:gYearMonth,share date of broadcaster
share of audience,dbo:shareOfAudience,dbo:Broadcaster,xsd:float,share of audience of broadcaster
share source,dbo:shareSource,dbo:Broadcaster,xsd:string,share source of broadcaster
sharing out population,dbo:sharingOutPopulation,dbo:PopulatedPlace,xsd:nonNegativeInteger,sharing out population of populated place
sharing out year,dbo:sharingOutPopulationYear,dbo:PopulatedPlace,xsd:string,sharing out year of populated place
ship beam (μ),dbo:shipBeam,dbo:Ship,xsd:double,ship beam of ship
displacement (g),dbo:shipDisplacement,dbo:Ship,xsd:double,displacement of ship
ship draft (μ),dbo:shipDraft,dbo:Ship,xsd:double,ship draft of ship
ship launched,dbo:shipLaunch,dbo:Ship,xsd:date,ship launched of ship
shoe number,dbo:shoeNumber,dbo:Person,xsd:positiveInteger,shoe number of person
shoe size,dbo:shoeSize,dbo:Person,xsd:string,shoe size of person
shoot,dbo:shoot,dbo:Person,xsd:string,shoot of person
shoots,dbo:shoots,dbo:IceHockeyPlayer,xsd:string,shoots of ice hockey player
shore length (μ),dbo:shoreLength,dbo:BodyOfWater,xsd:double,shore length of body of water
short prog competition,dbo:shortProgCompetition,dbo:Person,xsd:string,short prog competition of person
short prog score,dbo:shortProgScore,dbo:Person,xsd:string,short prog score of person
sign name of a hungarian settlement,dbo:signName,dbo:HungarySettlement,rdf:langString,sign name of a hungarian settlement of hungary settlement
signature,dbo:signature,dbo:Person,xsd:string,signature of person
silver medal double,dbo:silverMedalDouble,dbo:TennisPlayer,xsd:string,silver medal double of tennis player
silver medal mixed,dbo:silverMedalMixed,dbo:TennisPlayer,xsd:string,silver medal mixed of tennis player
silver medal single,dbo:silverMedalSingle,dbo:TennisPlayer,xsd:string,silver medal single of tennis player
siren number,dbo:siren,,xsd:nonNegativeInteger,siren number
sixth form students,dbo:sixthFormStudents,dbo:School,xsd:string,sixth form students of school
size blazon,dbo:sizeBlazon,,xsd:string,size blazon
size logo,dbo:sizeLogo,,xsd:nonNegativeInteger,size logo
size map,dbo:sizeMap,,xsd:string,size map
size thumbnail,dbo:sizeThumbnail,,xsd:string,size thumbnail
size_v,dbo:size_v,dbo:Openswarm,xsd:integer,size_v of openswarm
ski lift,dbo:skiLift,dbo:Place,xsd:nonNegativeInteger,ski lift of place
ski piste kilometre (μ),dbo:skiPisteKilometre,dbo:Place,xsd:double,ski piste kilometre of place
ski piste number,dbo:skiPisteNumber,dbo:Place,xsd:nonNegativeInteger,ski piste number of place
ski tow,dbo:skiTow,dbo:Place,xsd:nonNegativeInteger,ski tow of place
skin color,dbo:skinColor,dbo:Person,xsd:string,skin color of person
slogan,dbo:slogan,,rdf:langString,slogan
SMILES,dbo:smiles,dbo:ChemicalCompound,xsd:string,smiles of chemical compound
snow park number,dbo:snowParkNumber,dbo:Place,xsd:nonNegativeInteger,snow park number of place
solubility,dbo:solubility,dbo:ChemicalSubstance,xsd:integer,solubility of chemical substance
source confluence elevation (μ),dbo:sourceConfluenceElevation,,xsd:double,source confluence elevation
source elevation (μ),dbo:sourceElevation,,xsd:double,source elevation
sourceText,dbo:sourceText,,rdf:langString,sourcetext
space,dbo:space,dbo:Building,xsd:nonNegativeInteger,space of building
spacewalk begin,dbo:spacewalkBegin,dbo:SpaceMission,xsd:date,spacewalk begin of space mission
spacewalk end,dbo:spacewalkEnd,dbo:SpaceMission,xsd:date,spacewalk end of space mission
speaker,dbo:speaker,,xsd:integer,speaker
special trial,dbo:specialTrial,dbo:Person,xsd:nonNegativeInteger,special trial of person
speciality,dbo:speciality,dbo:Person,xsd:string,speciality of person
speed limit (kmh),dbo:speedLimit,dbo:RouteOfTransportation,xsd:double,speed limit of route of transportation
spike,dbo:spike,dbo:VolleyballPlayer,xsd:string,spike of volleyball player
sports function,dbo:sportsFunction,dbo:Person,xsd:string,sports function of person
spouse name,dbo:spouseName,dbo:Person,xsd:string,spouse name of person
squad number,dbo:squadNumber,dbo:SportsTeamMember,xsd:nonNegativeInteger,squad number of sports team member
staff,dbo:staff,dbo:Organisation,xsd:nonNegativeInteger,staff of organisation
star rating,dbo:starRating,dbo:Hotel,xsd:float,star rating of hotel
start,dbo:start,dbo:TimePeriod,xsd:date,start of time period
start career,dbo:startCareer,dbo:Person,xsd:string,start career of person
start date,dbo:startDate,dbo:Event,xsd:date,start date of event
start date and time,dbo:startDateTime,dbo:Event,xsd:dateTime,start date and time of event
start occupation,dbo:startOccupation,,xsd:string,start occupation
start xct,dbo:startWct,dbo:Person,xsd:string,start xct of person
start wqs,dbo:startWqs,dbo:Person,xsd:string,start wqs of person
start year,dbo:startYear,,xsd:gYear,start year
start year of insertion,dbo:startYearOfInsertion,dbo:AutomobileEngine,xsd:gYear,start year of insertion of automobile engine
start year of sales,dbo:startYearOfSales,dbo:Sales,xsd:gYear,start year of sales of sales
stat name,dbo:statName,,xsd:string,stat name
stat value,dbo:statValue,,xsd:double,stat value
state of origin point,dbo:stateOfOriginPoint,dbo:Athlete,xsd:nonNegativeInteger,state of origin point of athlete
state of origin year,dbo:stateOfOriginYear,dbo:Athlete,xsd:string,state of origin year of athlete
station EVA duration (s),dbo:stationEvaDuration,dbo:SpaceMission,xsd:double,station eva duration of space mission
station structure,dbo:stationStructure,dbo:Station,xsd:string,station structure of station
station visit duration (s),dbo:stationVisitDuration,dbo:SpaceMission,xsd:double,station visit duration of space mission
statistic value,dbo:statisticValue,dbo:BaseballPlayer,xsd:float,statistic value of baseball player
statistic year,dbo:statisticYear,dbo:BaseballPlayer,xsd:date,statistic year of baseball player
status,dbo:status,,xsd:string,status
status manager,dbo:statusManager,dbo:Person,xsd:string,status manager of person
status year,dbo:statusYear,dbo:Place,xsd:string,status year of place
Registered at Stock Exchange,dbo:stockExchange,dbo:Company,xsd:string,registered at stock exchange of company
strength,dbo:strength,dbo:MilitaryConflict,xsd:string,strength of military conflict
type of municipality,dbo:subMunicipalityType,dbo:SubMunicipality,xsd:string,type of municipality of sub municipality
subprefecture,dbo:subPrefecture,dbo:Place,xsd:string,subprefecture of place
subdivision link,dbo:subdivisionLink,dbo:Place,xsd:string,subdivision link of place
subdivisions,dbo:subdivisions,,xsd:nonNegativeInteger,subdivisions
subject of play,dbo:subjectOfPlay,dbo:Play,xsd:string,subject of play of play
subject term,dbo:subjectTerm,dbo:Work,xsd:string,subject term of work
sublimation point (K),dbo:sublimationPoint,,xsd:double,sublimation point
suborbital flights,dbo:suborbitalFlights,dbo:YearInSpaceflight,xsd:nonNegativeInteger,suborbital flights of year in spaceflight
subsystem,dbo:subsystem,dbo:Place,xsd:string,subsystem of place
subsystem link,dbo:subsystemLink,dbo:Place,xsd:string,subsystem link of place
subtitle,dbo:subtitle,,xsd:string,subtitle
successful launches,dbo:successfulLaunches,,xsd:nonNegativeInteger,successful launches
SUDOC id,dbo:sudocId,,xsd:string,sudoc id
summer temperature (K),dbo:summerTemperature,dbo:Settlement,xsd:double,summer temperature of settlement
superbowl win,dbo:superbowlWin,dbo:Athlete,xsd:string,superbowl win of athlete
supplemental draft round,dbo:supplementalDraftRound,dbo:Athlete,xsd:string,supplemental draft round of athlete
supplemental draft year,dbo:supplementalDraftYear,dbo:GridironFootballPlayer,xsd:gYear,supplemental draft year of gridiron football player
